time,file,program,user
1420192910,gefilterfish,edlin,tanaka
1420196532,x.csv,vlc,ezekiel
1420192930,filetext,edlin,ezekiel
1420192888,g.h.i,vlc,tanaka
1420200000,j.k.l,emacs*nix,panthera
1420196494,a.log,vlc,ezekiel
1420192800,varlog,edlin,tanaka
1420200091,bb.thing,vim,panthera
1420192800,b.txt,win32notepad,panthera
1420196459,y.csv,vlc,ezekiel
1420196442,filetext,vim,jereboam
1420196423,x.csv,win32notepad,jereboam
1420192800,y.csv,win32notepad,ezekiel
1420200000,ff.thing,win32notepad,jereboam
1420200023,ee.thing,edlin,billy
1420196435,ff.thing,win32notepad,jereboam
1420192874,a.txt,vlc,tanaka
1420196497,b.txt,vlc,ezekiel
1420192935,l.m.o,edlin,ezekiel
1420207200,ff.thing,vim,billy
1420192847,c.log,emacs*nix,marcel
1420196405,reggol,win32notepad,jereboam
1420192884,s.t.u,vlc,tanaka
1420192830,j.k.l,win32notepad,panthera
1420192800,a.txt,edlin,tanaka
1420192858,cc.thing,edlin,ezekiel
1420192872,logger,edlin,tanaka
1420196418,ff.thing,win32notepad,tanaka
1420192871,ee.thing,vlc,jereboam
1420207256,filetext,win32notepad,marcel
1420192865,d.e.f,vim,marcel
1420200074,dd.thing,vim,panthera
1420200053,b.txt,vlc,methuselah
1420207258,x.csv,emacs*nix,marcel
1420192843,a.b.c,vlc,tanaka
1420200017,a.log,win32notepad,marcel
1420192885,b.txt,win32notepad,ezekiel
1420192907,z.csv,vlc,tanaka
1420207231,ee.thing,vim,billy
1420192800,d.e.f,vim,methuselah
1420196418,l.m.o,win32notepad,jereboam
1420192803,varlog,edlin,tanaka
1420196423,dd.thing,vim,jereboam
1420200000,l.m.o,emacs*nix,ezekiel
1420192842,c.log,edlin,tanaka
1420196449,bb.thing,vim,jereboam
1420200000,filetext,vlc,methuselah
1420192801,d.e.f,vim,methuselah
1420207237,filetext,win32notepad,marcel
1420200055,j.k.l,vim,billy
1420207218,filetext,edlin,ezekiel
1420192823,logger,vim,methuselah
1420200066,hh.thing,edlin,billy
1420207225,d.e.f,emacs*nix,marcel
1420207262,b.txt,vlc,ezekiel
1420192820,hh.thing,win32notepad,ezekiel
1420207223,p.q.r,vim,tanaka
1420207254,gefilterfish,edlin,ezekiel
1420192845,gefilterfish,win32notepad,marcel
1420207200,c.log,edlin,tanaka
1420200003,p.q.r,emacs*nix,panthera
1420192846,filetext,vlc,tanaka
1420192831,j.k.l,vlc,jereboam
1420200104,c.log,win32notepad,tanaka
1420196453,z.csv,edlin,marcel
1420207200,logger,vlc,marcel
1420192889,varlog,win32notepad,marcel
1420196410,ee.thing,vim,tanaka
1420192914,filetext,edlin,ezekiel
1420196501,cc.thing,win32notepad,jereboam
1420196400,j.k.l,edlin,marcel
1420207209,gg.thing,vlc,ezekiel
1420200000,y.z.z,edlin,billy
1420192890,gefilterfish,edlin,tanaka
1420200011,b.log,win32notepad,marcel
1420200014,filetext,win32notepad,marcel
1420192879,b.log,win32notepad,ezekiel
1420207210,c.log,vlc,ezekiel
1420196445,gefilterfish,vim,jereboam
1420192810,d.e.f,vim,marcel
1420192827,y.z.z,edlin,ezekiel
1420196475,cc.thing,win32notepad,jereboam
1420196428,l.m.o,win32notepad,tanaka
1420196422,d.e.f,emacs*nix,jereboam
1420192813,s.t.u,win32notepad,marcel
1420196420,logger,vim,jereboam
1420192800,gg.thing,vim,methuselah
1420192809,c.txt,vlc,tanaka
1420192811,y.z.z,vlc,tanaka
1420207200,reggol,vlc,marcel
1420200105,tlog1,win32notepad,tanaka
1420192800,reggol,win32notepad,panthera
1420207257,c.log,edlin,tanaka
1420196436,logger,emacs*nix,billy
1420207229,p.q.r,emacs*nix,marcel
1420196400,b.txt,emacs*nix,billy
1420192810,aa.thing,win32notepad,ezekiel
1420196422,ee.thing,win32notepad,billy
1420207200,b.log,emacs*nix,marcel
1420196442,logger,emacs*nix,billy
1420196460,hh.thing,edlin,marcel
1420207201,v.w.x,win32notepad,marcel
1420207288,c.txt,vlc,marcel
1420192869,y.csv,win32notepad,ezekiel
1420200000,y.csv,edlin,ezekiel
1420200000,hh.thing,emacs*nix,panthera
1420192928,a.b.c,edlin,ezekiel
1420192860,s.t.u,vim,methuselah
1420196400,textfile,emacs*nix,jereboam
1420192800,dd.thing,emacs*nix,billy
1420192832,hh.thing,win32notepad,marcel
1420192831,hh.thing,vlc,tanaka
1420192840,v.w.x,win32notepad,ezekiel
1420200079,ff.thing,edlin,ezekiel
1420192856,gg.thing,vim,methuselah
1420192855,x.csv,emacs*nix,marcel
1420200025,z.csv,vlc,tanaka
1420192828,l.m.o,win32notepad,ezekiel
1420196424,v.w.x,win32notepad,billy
1420192885,ee.thing,vlc,jereboam
1420196458,a.log,vlc,ezekiel
1420200000,aa.thing,vlc,methuselah
1420207285,filetext,vlc,marcel
1420207238,l.m.o,edlin,ezekiel
1420196429,bb.thing,win32notepad,jereboam
1420207230,l.m.o,emacs*nix,marcel
1420192901,g.h.i,vlc,tanaka
1420192800,s.t.u,win32notepad,ezekiel
1420200000,l.m.o,emacs*nix,panthera
1420196509,gefilterfish,win32notepad,billy
1420196484,bb.thing,win32notepad,billy
1420200015,x.csv,vim,billy
1420192856,x.csv,win32notepad,ezekiel
1420200108,textfile,win32notepad,tanaka
1420200013,p.q.r,vim,billy
1420192898,aa.thing,vlc,tanaka
1420207252,x.csv,vlc,marcel
1420200051,a.log,vlc,tanaka
1420200000,c.log,edlin,ezekiel
1420196409,c.log,win32notepad,jereboam
1420200081,ff.thing,vim,billy
1420207303,reggol,vlc,ezekiel
1420196400,cc.thing,emacs*nix,jereboam
1420192802,y.z.z,vlc,tanaka
1420207211,ff.thing,vim,billy
1420192800,s.t.u,vim,marcel
1420200046,y.csv,vim,panthera
1420192835,ee.thing,win32notepad,panthera
1420192800,a.txt,emacs*nix,billy
1420192800,reggol,edlin,tanaka
1420196401,a.txt,emacs*nix,ezekiel
1420207223,varlog,emacs*nix,marcel
1420207200,ff.thing,edlin,ezekiel
1420207204,a.txt,win32notepad,marcel
1420196454,filetext,win32notepad,jereboam
1420200044,filetext,vim,billy
1420196416,tlog1,vlc,jereboam
1420200071,l.m.o,edlin,ezekiel
1420196410,tlog1,vlc,ezekiel
1420192818,varlog,edlin,ezekiel
1420196492,p.q.r,win32notepad,billy
1420196400,z.csv,vlc,billy
1420192800,gefilterfish,edlin,tanaka
1420207263,a.log,win32notepad,marcel
1420192915,s.t.u,vim,marcel
1420207207,logger,edlin,tanaka
1420200031,l.m.o,vim,billy
1420207245,ee.thing,win32notepad,marcel
1420196404,j.k.l,edlin,marcel
1420192866,tlog1,edlin,tanaka
1420207241,l.m.o,vlc,ezekiel
1420207216,filetext,vlc,marcel
1420207293,bb.thing,vlc,ezekiel
1420192844,aa.thing,vlc,tanaka
1420192854,logger,win32notepad,ezekiel
1420196400,z.csv,edlin,marcel
1420196400,filetext,edlin,jereboam
1420196400,logger,win32notepad,jereboam
1420200023,cc.thing,vlc,tanaka
1420192889,ff.thing,vlc,jereboam
1420192800,gefilterfish,vim,tanaka
1420207276,textfile,edlin,tanaka
1420196405,j.k.l,edlin,methuselah
1420196500,tlog1,vlc,ezekiel
1420196400,bb.thing,win32notepad,panthera
1420196400,s.t.u,emacs*nix,billy
1420192831,d.e.f,vlc,tanaka
1420196400,g.h.i,vim,tanaka
1420207270,dd.thing,win32notepad,marcel
1420192800,tlog1,edlin,ezekiel
1420192884,dd.thing,win32notepad,ezekiel
1420192856,bb.thing,vlc,jereboam
1420200008,cc.thing,edlin,ezekiel
1420192937,a.b.c,edlin,ezekiel
1420207204,c.txt,vlc,marcel
1420192922,bb.thing,vim,marcel
1420196427,textfile,edlin,methuselah
1420207278,dd.thing,edlin,ezekiel
1420192891,j.k.l,edlin,tanaka
1420192856,cc.thing,win32notepad,ezekiel
1420196400,bb.thing,emacs*nix,billy
1420196452,ff.thing,win32notepad,billy
1420196526,c.log,vlc,ezekiel
1420200000,c.log,vlc,methuselah
1420200030,reggol,win32notepad,jereboam
1420192808,varlog,vlc,marcel
1420207200,a.b.c,edlin,tanaka
1420207238,filetext,emacs*nix,marcel
1420200050,j.k.l,vim,billy
1420192877,a.txt,win32notepad,marcel
1420207264,c.log,edlin,tanaka
1420200055,c.log,edlin,ezekiel
1420192856,hh.thing,edlin,ezekiel
1420200047,hh.thing,vlc,tanaka
1420192860,y.z.z,win32notepad,marcel
1420196431,d.e.f,emacs*nix,billy
1420200000,b.log,win32notepad,marcel
1420192849,aa.thing,vlc,tanaka
1420196468,g.h.i,emacs*nix,jereboam
1420196400,p.q.r,win32notepad,billy
1420200059,ee.thing,vim,billy
1420196453,b.txt,vlc,ezekiel
1420192926,a.txt,vim,marcel
1420207257,v.w.x,win32notepad,marcel
1420196404,l.m.o,win32notepad,tanaka
1420192938,y.z.z,edlin,ezekiel
1420196400,bb.thing,vim,jereboam
1420196430,logger,vim,jereboam
1420192911,tlog1,edlin,tanaka
1420207200,a.txt,win32notepad,marcel
1420207200,cc.thing,edlin,ezekiel
1420196526,a.log,win32notepad,billy
1420192825,ff.thing,vim,methuselah
1420192800,tlog1,emacs*nix,marcel
1420196447,cc.thing,edlin,marcel
1420200000,filetext,win32notepad,jereboam
1420196400,varlog,vim,jereboam
1420192814,l.m.o,edlin,ezekiel
1420192803,varlog,win32notepad,marcel
1420200008,b.log,edlin,billy
1420192877,y.z.z,edlin,ezekiel
1420192800,s.t.u,win32notepad,panthera
1420192801,c.log,win32notepad,marcel
1420192813,dd.thing,win32notepad,ezekiel
1420207200,ff.thing,edlin,ezekiel
1420207246,c.txt,emacs*nix,marcel
1420196404,l.m.o,vlc,tanaka
1420196448,cc.thing,win32notepad,jereboam
1420200088,tlog1,win32notepad,tanaka
1420192852,a.b.c,edlin,ezekiel
1420196429,x.csv,vim,billy
1420207320,b.txt,vlc,ezekiel
1420207200,a.log,emacs*nix,marcel
1420192800,textfile,emacs*nix,ezekiel
1420192859,a.txt,win32notepad,ezekiel
1420196414,ee.thing,edlin,marcel
1420207200,z.csv,win32notepad,marcel
1420207209,b.log,win32notepad,marcel
1420196403,ee.thing,emacs*nix,jereboam
1420207208,bb.thing,vlc,ezekiel
1420192864,aa.thing,win32notepad,marcel
1420192832,varlog,edlin,tanaka
1420192842,a.txt,win32notepad,marcel
1420192800,a.b.c,emacs*nix,marcel
1420196400,c.txt,win32notepad,tanaka
1420196443,c.txt,emacs*nix,jereboam
1420200074,b.log,vim,billy
1420200100,d.e.f,win32notepad,tanaka
1420196422,d.e.f,win32notepad,jereboam
1420196434,c.log,edlin,marcel
1420207203,filetext,vlc,marcel
1420196428,logger,vim,billy
1420196448,bb.thing,emacs*nix,billy
1420192895,b.txt,vlc,tanaka
1420192895,dd.thing,win32notepad,ezekiel
1420200008,c.log,vlc,tanaka
1420196400,a.log,win32notepad,panthera
1420200000,gefilterfish,emacs*nix,ezekiel
1420196400,s.t.u,emacs*nix,billy
1420207200,a.txt,emacs*nix,marcel
1420192839,a.txt,win32notepad,ezekiel
1420196443,hh.thing,edlin,marcel
1420196478,ff.thing,edlin,marcel
1420200095,hh.thing,win32notepad,tanaka
1420196400,hh.thing,win32notepad,tanaka
1420196499,ff.thing,win32notepad,jereboam
1420196448,p.q.r,emacs*nix,jereboam
1420207200,l.m.o,win32notepad,marcel
1420200030,bb.thing,vim,billy
1420192831,aa.thing,emacs*nix,billy
1420192847,reggol,edlin,tanaka
1420196445,y.z.z,emacs*nix,billy
1420207215,y.csv,edlin,tanaka
1420207216,p.q.r,vim,billy
1420207227,logger,edlin,tanaka
1420207272,logger,win32notepad,marcel
1420196407,p.q.r,win32notepad,billy
1420192800,dd.thing,vim,marcel
1420207271,a.b.c,edlin,ezekiel
1420207204,a.log,emacs*nix,marcel
1420196426,s.t.u,win32notepad,tanaka
1420207283,tlog1,emacs*nix,marcel
1420207240,logger,vlc,marcel
1420196501,gg.thing,emacs*nix,jereboam
1420196463,c.txt,emacs*nix,billy
1420200067,b.txt,edlin,ezekiel
1420196446,dd.thing,emacs*nix,billy
1420192821,logger,edlin,tanaka
1420207248,x.csv,vlc,marcel
1420196408,gefilterfish,vim,billy
1420207225,a.txt,vim,tanaka
1420207305,x.csv,vim,billy
1420196400,logger,win32notepad,tanaka
1420196408,b.log,win32notepad,tanaka
1420207273,y.z.z,edlin,ezekiel
1420196453,y.z.z,emacs*nix,billy
1420192814,y.z.z,win32notepad,panthera
1420207265,a.b.c,edlin,ezekiel
1420200062,a.log,vim,panthera
1420192805,logger,win32notepad,ezekiel
1420192863,reggol,edlin,tanaka
1420207203,g.h.i,vim,billy
1420196408,j.k.l,edlin,marcel
1420192934,tlog1,edlin,tanaka
1420196406,tlog1,vlc,jereboam
1420196411,filetext,edlin,methuselah
1420200021,x.csv,vlc,tanaka
1420196414,reggol,win32notepad,jereboam
1420192870,b.log,edlin,ezekiel
1420192919,a.txt,win32notepad,marcel
1420192800,varlog,edlin,tanaka
1420200000,gefilterfish,emacs*nix,billy
1420192856,y.z.z,vlc,tanaka
1420200117,filetext,win32notepad,tanaka
1420192886,gefilterfish,win32notepad,ezekiel
1420200004,d.e.f,win32notepad,tanaka
1420192836,textfile,vim,marcel
1420196400,hh.thing,vlc,jereboam
1420192844,a.txt,vim,marcel
1420207200,v.w.x,win32notepad,marcel
1420192848,logger,win32notepad,ezekiel
1420192860,d.e.f,win32notepad,ezekiel
1420200015,a.txt,edlin,ezekiel
1420207200,filetext,win32notepad,marcel
1420207308,filetext,vlc,marcel
1420196400,bb.thing,edlin,marcel
1420200000,aa.thing,vim,billy
1420196408,z.csv,vim,tanaka
1420196521,a.b.c,vlc,ezekiel
1420207230,c.log,vim,billy
1420192808,varlog,edlin,tanaka
1420192810,textfile,vim,methuselah
1420196470,a.log,edlin,marcel
