time,value,colour,species,greenhouse
1407613691,200,red,hyacinth,Hebden Bridge
1407613691,200,red,cosmos,Hebden Bridge
1407613691,200,red,daffodil,Hebden Bridge
1407613691,200,red,larch,Hebden Bridge
1407613691,200,red,mulberry,Hebden Bridge
1407613691,200,red,rose,Hebden Bridge
1407613691,200,red,nettle,Hebden Bridge
1407617291,200,red,begonia,SE1
1407617291,200,red,petunia,SE1
1407617291,200,red,hyacinth,SE1
1407617291,200,red,cosmos,SE1
1407617291,200,red,daffodil,SE1
1407617291,200,red,larch,SE1
1407617291,200,red,mulberry,SE1
1407617291,200,red,rose,SE1
1407617291,200,red,nettle,SE1
1407617291,200,red,begonia,N7
1407617291,200,red,petunia,N7
1407617291,200,red,hyacinth,N7
1407617291,200,red,cosmos,N7
1407617291,200,red,daffodil,N7
1407617291,200,red,larch,N7
1407617291,200,red,mulberry,N7
1407617291,200,red,rose,N7
1407617291,200,red,nettle,N7
1407617291,200,red,begonia,W17
1407617291,200,red,petunia,W17
1407617291,200,red,hyacinth,W17
1407617291,200,red,cosmos,W17
1407617291,200,red,daffodil,W17
1407617291,200,red,larch,W17
1407617291,200,red,mulberry,W17
1407617291,200,red,rose,W17
1407617291,200,red,nettle,W17
1407617291,200,red,begonia,E22
1407617291,200,red,petunia,E22
1407617291,200,red,hyacinth,E22
1407617291,200,red,cosmos,E22
1407617291,200,red,daffodil,E22
1407617291,200,red,larch,E22
1407617291,200,red,mulberry,E22
1407617291,200,red,rose,E22
1407617291,200,red,nettle,E22
1407617291,200,red,begonia,Bluewater
1407617291,200,red,petunia,Bluewater
1407617291,200,red,hyacinth,Bluewater
1407617291,200,red,cosmos,Bluewater
1407617291,200,red,daffodil,Bluewater
1407617291,200,red,larch,Bluewater
1407617291,200,red,mulberry,Bluewater
1407617291,200,red,rose,Bluewater
1407617291,200,red,nettle,Bluewater
1407617291,200,red,begonia,Croydon
1407617291,200,red,petunia,Croydon
1407617291,200,red,hyacinth,Croydon
1407617291,200,red,cosmos,Croydon
1407617291,200,red,daffodil,Croydon
1407617291,200,red,larch,Croydon
1407617291,200,red,mulberry,Croydon
1407617291,200,red,rose,Croydon
1407617291,200,red,nettle,Croydon
1407617291,200,red,begonia,Basingstoke
1407617291,200,red,petunia,Basingstoke
1407617291,200,red,hyacinth,Basingstoke
1407617291,200,red,cosmos,Basingstoke
1407617291,200,red,daffodil,Basingstoke
1407617291,200,red,larch,Basingstoke
1407617291,200,red,mulberry,Basingstoke
1407617291,200,red,rose,Basingstoke
1407617291,200,red,nettle,Basingstoke
1407617291,200,red,begonia,Aldershot
1407617291,200,red,petunia,Aldershot
1407617291,200,red,hyacinth,Aldershot
1407617291,200,red,cosmos,Aldershot
1407617291,200,red,daffodil,Aldershot
1407617291,200,red,larch,Aldershot
1407617291,200,red,mulberry,Aldershot
1407617291,200,red,rose,Aldershot
1407617291,200,red,nettle,Aldershot
1407617291,200,red,begonia,Hebden Bridge
1407617291,200,red,petunia,Hebden Bridge
1407617291,200,red,hyacinth,Hebden Bridge
1407617291,200,red,cosmos,Hebden Bridge
1407617291,200,red,daffodil,Hebden Bridge
1407617291,200,red,larch,Hebden Bridge
1407617291,200,red,mulberry,Hebden Bridge
1407617291,200,red,rose,Hebden Bridge
1407617291,200,red,nettle,Hebden Bridge
1407620891,200,red,begonia,SE1
1407620891,250,green,begonia,SE1
1407620891,200,red,petunia,SE1
1407620891,250,green,petunia,SE1
1407620891,200,red,hyacinth,SE1
1407620891,250,green,hyacinth,SE1
1407620891,200,red,cosmos,SE1
1407620891,250,green,cosmos,SE1
1407620891,200,red,daffodil,SE1
1407620891,250,green,daffodil,SE1
1407620891,200,red,larch,SE1
1407620891,250,green,larch,SE1
1407620891,200,red,mulberry,SE1
1407620891,250,green,mulberry,SE1
1407620891,200,red,rose,SE1
1407620891,250,green,rose,SE1
1407620891,200,red,nettle,SE1
1407620891,250,green,nettle,SE1
1407620891,200,red,begonia,N7
1407620891,250,green,begonia,N7
1407620891,200,red,petunia,N7
1407620891,250,green,petunia,N7
1407620891,200,red,hyacinth,N7
1407620891,250,green,hyacinth,N7
1407620891,200,red,cosmos,N7
1407620891,250,green,cosmos,N7
1407620891,200,red,daffodil,N7
1407620891,250,green,daffodil,N7
1407620891,200,red,larch,N7
1407620891,250,green,larch,N7
1407620891,200,red,mulberry,N7
1407620891,250,green,mulberry,N7
1407620891,200,red,rose,N7
1407620891,250,green,rose,N7
1407620891,200,red,nettle,N7
1407620891,250,green,nettle,N7
1407620891,200,red,begonia,W17
1407620891,250,green,begonia,W17
1407620891,200,red,petunia,W17
1407620891,250,green,petunia,W17
1407620891,200,red,hyacinth,W17
1407620891,250,green,hyacinth,W17
1407620891,200,red,cosmos,W17
1407620891,250,green,cosmos,W17
1407620891,200,red,daffodil,W17
1407620891,250,green,daffodil,W17
1407620891,200,red,larch,W17
1407620891,250,green,larch,W17
1407620891,200,red,mulberry,W17
1407620891,250,green,mulberry,W17
1407620891,200,red,rose,W17
1407620891,250,green,rose,W17
1407620891,200,red,nettle,W17
1407620891,250,green,nettle,W17
1407620891,200,red,begonia,E22
1407620891,250,green,begonia,E22
1407620891,200,red,petunia,E22
1407620891,250,green,petunia,E22
1407620891,200,red,hyacinth,E22
1407620891,250,green,hyacinth,E22
1407620891,200,red,cosmos,E22
1407620891,250,green,cosmos,E22
1407620891,200,red,daffodil,E22
1407620891,250,green,daffodil,E22
1407620891,200,red,larch,E22
1407620891,250,green,larch,E22
1407620891,200,red,mulberry,E22
1407620891,250,green,mulberry,E22
1407620891,200,red,rose,E22
1407620891,250,green,rose,E22
1407620891,200,red,nettle,E22
1407620891,250,green,nettle,E22
1407620891,200,red,begonia,Bluewater
1407620891,250,green,begonia,Bluewater
1407620891,200,red,petunia,Bluewater
1407620891,250,green,petunia,Bluewater
1407620891,200,red,hyacinth,Bluewater
1407620891,250,green,hyacinth,Bluewater
1407620891,200,red,cosmos,Bluewater
1407620891,250,green,cosmos,Bluewater
1407620891,200,red,daffodil,Bluewater
1407620891,250,green,daffodil,Bluewater
1407620891,200,red,larch,Bluewater
1407620891,250,green,larch,Bluewater
1407620891,200,red,mulberry,Bluewater
1407620891,250,green,mulberry,Bluewater
1407620891,200,red,rose,Bluewater
1407620891,250,green,rose,Bluewater
1407620891,200,red,nettle,Bluewater
1407620891,250,green,nettle,Bluewater
1407620891,200,red,begonia,Croydon
1407620891,250,green,begonia,Croydon
1407620891,200,red,petunia,Croydon
1407620891,250,green,petunia,Croydon
1407620891,200,red,hyacinth,Croydon
1407620891,250,green,hyacinth,Croydon
1407620891,200,red,cosmos,Croydon
1407620891,250,green,cosmos,Croydon
1407620891,200,red,daffodil,Croydon
1407620891,250,green,daffodil,Croydon
1407620891,200,red,larch,Croydon
1407620891,250,green,larch,Croydon
1407620891,200,red,mulberry,Croydon
1407620891,250,green,mulberry,Croydon
1407620891,200,red,rose,Croydon
1407620891,250,green,rose,Croydon
1407620891,200,red,nettle,Croydon
1407620891,250,green,nettle,Croydon
1407620891,200,red,begonia,Basingstoke
1407620891,250,green,begonia,Basingstoke
1407620891,200,red,petunia,Basingstoke
1407620891,250,green,petunia,Basingstoke
1407620891,200,red,hyacinth,Basingstoke
1407620891,250,green,hyacinth,Basingstoke
1407620891,200,red,cosmos,Basingstoke
1407620891,250,green,cosmos,Basingstoke
1407620891,200,red,daffodil,Basingstoke
1407620891,250,green,daffodil,Basingstoke
1407620891,200,red,larch,Basingstoke
1407620891,250,green,larch,Basingstoke
1407620891,200,red,mulberry,Basingstoke
1407620891,250,green,mulberry,Basingstoke
1407620891,200,red,rose,Basingstoke
1407620891,250,green,rose,Basingstoke
1407620891,200,red,nettle,Basingstoke
1407620891,250,green,nettle,Basingstoke
1407620891,200,red,begonia,Aldershot
1407620891,250,green,begonia,Aldershot
1407620891,200,red,petunia,Aldershot
1407620891,250,green,petunia,Aldershot
1407620891,200,red,hyacinth,Aldershot
1407620891,250,green,hyacinth,Aldershot
1407620891,200,red,cosmos,Aldershot
1407620891,250,green,cosmos,Aldershot
1407620891,200,red,daffodil,Aldershot
1407620891,250,green,daffodil,Aldershot
1407620891,200,red,larch,Aldershot
1407620891,250,green,larch,Aldershot
1407620891,200,red,mulberry,Aldershot
1407620891,250,green,mulberry,Aldershot
1407620891,200,red,rose,Aldershot
1407620891,250,green,rose,Aldershot
1407620891,200,red,nettle,Aldershot
1407620891,250,green,nettle,Aldershot
1407620891,200,red,begonia,Hebden Bridge
1407620891,250,green,begonia,Hebden Bridge
1407620891,200,red,petunia,Hebden Bridge
1407620891,250,green,petunia,Hebden Bridge
1407620891,200,red,hyacinth,Hebden Bridge
1407620891,250,green,hyacinth,Hebden Bridge
1407620891,200,red,cosmos,Hebden Bridge
1407620891,250,green,cosmos,Hebden Bridge
1407620891,200,red,daffodil,Hebden Bridge
1407620891,250,green,daffodil,Hebden Bridge
1407620891,200,red,larch,Hebden Bridge
1407620891,250,green,larch,Hebden Bridge
1407620891,200,red,mulberry,Hebden Bridge
1407620891,250,green,mulberry,Hebden Bridge
1407620891,200,red,rose,Hebden Bridge
1407620891,250,green,rose,Hebden Bridge
1407620891,200,red,nettle,Hebden Bridge
1407620891,250,green,nettle,Hebden Bridge
1407624491,200,red,begonia,SE1
1407624491,250,green,begonia,SE1
1407624491,200,red,petunia,SE1
1407624491,250,green,petunia,SE1
1407624491,200,red,hyacinth,SE1
1407624491,250,green,hyacinth,SE1
1407624491,200,red,cosmos,SE1
1407624491,250,green,cosmos,SE1
1407624491,200,red,daffodil,SE1
1407624491,250,green,daffodil,SE1
1407624491,200,red,larch,SE1
1407624491,250,green,larch,SE1
1407624491,200,red,mulberry,SE1
1407624491,250,green,mulberry,SE1
1407624491,200,red,rose,SE1
1407624491,250,green,rose,SE1
1407624491,200,red,nettle,SE1
1407624491,250,green,nettle,SE1
1407624491,200,red,begonia,N7
1407624491,250,green,begonia,N7
1407624491,200,red,petunia,N7
1407624491,250,green,petunia,N7
1407624491,200,red,hyacinth,N7
1407624491,250,green,hyacinth,N7
1407624491,200,red,cosmos,N7
1407624491,250,green,cosmos,N7
1407624491,200,red,daffodil,N7
1407624491,250,green,daffodil,N7
1407624491,200,red,larch,N7
1407624491,250,green,larch,N7
1407624491,200,red,mulberry,N7
1407624491,250,green,mulberry,N7
1407624491,200,red,rose,N7
1407624491,250,green,rose,N7
1407624491,200,red,nettle,N7
1407624491,250,green,nettle,N7
1407624491,200,red,begonia,W17
1407624491,250,green,begonia,W17
1407624491,200,red,petunia,W17
1407624491,250,green,petunia,W17
1407624491,200,red,hyacinth,W17
1407624491,250,green,hyacinth,W17
1407624491,200,red,cosmos,W17
1407624491,250,green,cosmos,W17
1407624491,200,red,daffodil,W17
1407624491,250,green,daffodil,W17
1407624491,200,red,larch,W17
1407624491,250,green,larch,W17
1407624491,200,red,mulberry,W17
1407624491,250,green,mulberry,W17
1407624491,200,red,rose,W17
1407624491,250,green,rose,W17
1407624491,200,red,nettle,W17
1407624491,250,green,nettle,W17
1407624491,200,red,begonia,E22
1407624491,250,green,begonia,E22
1407624491,200,red,petunia,E22
1407624491,250,green,petunia,E22
1407624491,200,red,hyacinth,E22
1407624491,250,green,hyacinth,E22
1407624491,200,red,cosmos,E22
1407624491,250,green,cosmos,E22
1407624491,200,red,daffodil,E22
1407624491,250,green,daffodil,E22
1407624491,200,red,larch,E22
1407624491,250,green,larch,E22
1407624491,200,red,mulberry,E22
1407624491,250,green,mulberry,E22
1407624491,200,red,rose,E22
1407624491,250,green,rose,E22
1407624491,200,red,nettle,E22
1407624491,250,green,nettle,E22
1407624491,200,red,begonia,Bluewater
1407624491,250,green,begonia,Bluewater
1407624491,200,red,petunia,Bluewater
1407624491,250,green,petunia,Bluewater
1407624491,200,red,hyacinth,Bluewater
1407624491,250,green,hyacinth,Bluewater
1407624491,200,red,cosmos,Bluewater
1407624491,250,green,cosmos,Bluewater
1407624491,200,red,daffodil,Bluewater
1407624491,250,green,daffodil,Bluewater
1407624491,200,red,larch,Bluewater
1407624491,250,green,larch,Bluewater
1407624491,200,red,mulberry,Bluewater
1407624491,250,green,mulberry,Bluewater
1407624491,200,red,rose,Bluewater
1407624491,250,green,rose,Bluewater
1407624491,200,red,nettle,Bluewater
1407624491,250,green,nettle,Bluewater
1407624491,200,red,begonia,Croydon
1407624491,250,green,begonia,Croydon
1407624491,200,red,petunia,Croydon
1407624491,250,green,petunia,Croydon
1407624491,200,red,hyacinth,Croydon
1407624491,250,green,hyacinth,Croydon
1407624491,200,red,cosmos,Croydon
1407624491,250,green,cosmos,Croydon
1407624491,200,red,daffodil,Croydon
1407624491,250,green,daffodil,Croydon
1407624491,200,red,larch,Croydon
1407624491,250,green,larch,Croydon
1407624491,200,red,mulberry,Croydon
1407624491,250,green,mulberry,Croydon
1407624491,200,red,rose,Croydon
1407624491,250,green,rose,Croydon
1407624491,200,red,nettle,Croydon
1407624491,250,green,nettle,Croydon
1407624491,200,red,begonia,Basingstoke
1407624491,250,green,begonia,Basingstoke
1407624491,200,red,petunia,Basingstoke
1407624491,250,green,petunia,Basingstoke
1407624491,200,red,hyacinth,Basingstoke
1407624491,250,green,hyacinth,Basingstoke
1407624491,200,red,cosmos,Basingstoke
1407624491,250,green,cosmos,Basingstoke
1407624491,200,red,daffodil,Basingstoke
1407624491,250,green,daffodil,Basingstoke
1407624491,200,red,larch,Basingstoke
1407624491,250,green,larch,Basingstoke
1407624491,200,red,mulberry,Basingstoke
1407624491,250,green,mulberry,Basingstoke
1407624491,200,red,rose,Basingstoke
1407624491,250,green,rose,Basingstoke
1407624491,200,red,nettle,Basingstoke
1407624491,250,green,nettle,Basingstoke
1407624491,200,red,begonia,Aldershot
1407624491,250,green,begonia,Aldershot
1407624491,200,red,petunia,Aldershot
1407624491,250,green,petunia,Aldershot
1407624491,200,red,hyacinth,Aldershot
1407624491,250,green,hyacinth,Aldershot
1407624491,200,red,cosmos,Aldershot
1407624491,250,green,cosmos,Aldershot
1407624491,200,red,daffodil,Aldershot
1407624491,250,green,daffodil,Aldershot
1407624491,200,red,larch,Aldershot
1407624491,250,green,larch,Aldershot
1407624491,200,red,mulberry,Aldershot
1407624491,250,green,mulberry,Aldershot
1407624491,200,red,rose,Aldershot
1407624491,250,green,rose,Aldershot
1407624491,200,red,nettle,Aldershot
1407624491,250,green,nettle,Aldershot
1407624491,200,red,begonia,Hebden Bridge
1407624491,250,green,begonia,Hebden Bridge
1407624491,200,red,petunia,Hebden Bridge
1407624491,250,green,petunia,Hebden Bridge
1407624491,200,red,hyacinth,Hebden Bridge
1407624491,250,green,hyacinth,Hebden Bridge
1407624491,200,red,cosmos,Hebden Bridge
1407624491,250,green,cosmos,Hebden Bridge
1407624491,200,red,daffodil,Hebden Bridge
1407624491,250,green,daffodil,Hebden Bridge
1407624491,200,red,larch,Hebden Bridge
1407624491,250,green,larch,Hebden Bridge
1407624491,200,red,mulberry,Hebden Bridge
1407624491,250,green,mulberry,Hebden Bridge
1407624491,200,red,rose,Hebden Bridge
1407624491,250,green,rose,Hebden Bridge
1407624491,200,red,nettle,Hebden Bridge
1407624491,250,green,nettle,Hebden Bridge
1407628091,200,red,begonia,SE1
1407628091,250,green,begonia,SE1
1407628091,300,blue,begonia,SE1
1407628091,200,red,petunia,SE1
1407628091,250,green,petunia,SE1
1407628091,300,blue,petunia,SE1
1407628091,200,red,hyacinth,SE1
1407628091,250,green,hyacinth,SE1
1407628091,300,blue,hyacinth,SE1
1407628091,200,red,cosmos,SE1
1407628091,250,green,cosmos,SE1
1407628091,300,blue,cosmos,SE1
1407628091,200,red,daffodil,SE1
1407628091,250,green,daffodil,SE1
1407628091,300,blue,daffodil,SE1
1407628091,200,red,larch,SE1
1407628091,250,green,larch,SE1
1407628091,300,blue,larch,SE1
1407628091,200,red,mulberry,SE1
1407628091,250,green,mulberry,SE1
1407628091,300,blue,mulberry,SE1
1407628091,200,red,rose,SE1
1407628091,250,green,rose,SE1
1407628091,300,blue,rose,SE1
1407628091,200,red,nettle,SE1
1407628091,250,green,nettle,SE1
1407628091,300,blue,nettle,SE1
1407628091,200,red,begonia,N7
1407628091,250,green,begonia,N7
1407628091,300,blue,begonia,N7
1407628091,200,red,petunia,N7
1407628091,250,green,petunia,N7
1407628091,300,blue,petunia,N7
1407628091,200,red,hyacinth,N7
1407628091,250,green,hyacinth,N7
1407628091,300,blue,hyacinth,N7
1407628091,200,red,cosmos,N7
1407628091,250,green,cosmos,N7
1407628091,300,blue,cosmos,N7
1407628091,200,red,daffodil,N7
1407628091,250,green,daffodil,N7
1407628091,300,blue,daffodil,N7
1407628091,200,red,larch,N7
1407628091,250,green,larch,N7
1407628091,300,blue,larch,N7
1407628091,200,red,mulberry,N7
1407628091,250,green,mulberry,N7
1407628091,300,blue,mulberry,N7
1407628091,200,red,rose,N7
1407628091,250,green,rose,N7
1407628091,300,blue,rose,N7
1407628091,200,red,nettle,N7
1407628091,250,green,nettle,N7
1407628091,300,blue,nettle,N7
1407628091,200,red,begonia,W17
1407628091,250,green,begonia,W17
1407628091,300,blue,begonia,W17
1407628091,200,red,petunia,W17
1407628091,250,green,petunia,W17
1407628091,300,blue,petunia,W17
1407628091,200,red,hyacinth,W17
1407628091,250,green,hyacinth,W17
1407628091,300,blue,hyacinth,W17
1407628091,200,red,cosmos,W17
1407628091,250,green,cosmos,W17
1407628091,300,blue,cosmos,W17
1407628091,200,red,daffodil,W17
1407628091,250,green,daffodil,W17
1407628091,300,blue,daffodil,W17
1407628091,200,red,larch,W17
1407628091,250,green,larch,W17
1407628091,300,blue,larch,W17
1407628091,200,red,mulberry,W17
1407628091,250,green,mulberry,W17
1407628091,300,blue,mulberry,W17
1407628091,200,red,rose,W17
1407628091,250,green,rose,W17
1407628091,300,blue,rose,W17
1407628091,200,red,nettle,W17
1407628091,250,green,nettle,W17
1407628091,300,blue,nettle,W17
1407628091,200,red,begonia,E22
1407628091,250,green,begonia,E22
1407628091,300,blue,begonia,E22
1407628091,200,red,petunia,E22
1407628091,250,green,petunia,E22
1407628091,300,blue,petunia,E22
1407628091,200,red,hyacinth,E22
1407628091,250,green,hyacinth,E22
1407628091,300,blue,hyacinth,E22
1407628091,200,red,cosmos,E22
1407628091,250,green,cosmos,E22
1407628091,300,blue,cosmos,E22
1407628091,200,red,daffodil,E22
1407628091,250,green,daffodil,E22
1407628091,300,blue,daffodil,E22
1407628091,200,red,larch,E22
1407628091,250,green,larch,E22
1407628091,300,blue,larch,E22
1407628091,200,red,mulberry,E22
1407628091,250,green,mulberry,E22
1407628091,300,blue,mulberry,E22
1407628091,200,red,rose,E22
1407628091,250,green,rose,E22
1407628091,300,blue,rose,E22
1407628091,200,red,nettle,E22
1407628091,250,green,nettle,E22
1407628091,300,blue,nettle,E22
1407628091,200,red,begonia,Bluewater
1407628091,250,green,begonia,Bluewater
1407628091,300,blue,begonia,Bluewater
1407628091,200,red,petunia,Bluewater
1407628091,250,green,petunia,Bluewater
1407628091,300,blue,petunia,Bluewater
1407628091,200,red,hyacinth,Bluewater
1407628091,250,green,hyacinth,Bluewater
1407628091,300,blue,hyacinth,Bluewater
1407628091,200,red,cosmos,Bluewater
1407628091,250,green,cosmos,Bluewater
1407628091,300,blue,cosmos,Bluewater
1407628091,200,red,daffodil,Bluewater
1407628091,250,green,daffodil,Bluewater
1407628091,300,blue,daffodil,Bluewater
1407628091,200,red,larch,Bluewater
1407628091,250,green,larch,Bluewater
1407628091,300,blue,larch,Bluewater
1407628091,200,red,mulberry,Bluewater
1407628091,250,green,mulberry,Bluewater
1407628091,300,blue,mulberry,Bluewater
1407628091,200,red,rose,Bluewater
1407628091,250,green,rose,Bluewater
1407628091,300,blue,rose,Bluewater
1407628091,200,red,nettle,Bluewater
1407628091,250,green,nettle,Bluewater
1407628091,300,blue,nettle,Bluewater
1407628091,200,red,begonia,Croydon
1407628091,250,green,begonia,Croydon
1407628091,300,blue,begonia,Croydon
1407628091,200,red,petunia,Croydon
1407628091,250,green,petunia,Croydon
1407628091,300,blue,petunia,Croydon
1407628091,200,red,hyacinth,Croydon
1407628091,250,green,hyacinth,Croydon
1407628091,300,blue,hyacinth,Croydon
1407628091,200,red,cosmos,Croydon
1407628091,250,green,cosmos,Croydon
1407628091,300,blue,cosmos,Croydon
1407628091,200,red,daffodil,Croydon
1407628091,250,green,daffodil,Croydon
1407628091,300,blue,daffodil,Croydon
1407628091,200,red,larch,Croydon
1407628091,250,green,larch,Croydon
1407628091,300,blue,larch,Croydon
1407628091,200,red,mulberry,Croydon
1407628091,250,green,mulberry,Croydon
1407628091,300,blue,mulberry,Croydon
1407628091,200,red,rose,Croydon
1407628091,250,green,rose,Croydon
1407628091,300,blue,rose,Croydon
1407628091,200,red,nettle,Croydon
1407628091,250,green,nettle,Croydon
1407628091,300,blue,nettle,Croydon
1407628091,200,red,begonia,Basingstoke
1407628091,250,green,begonia,Basingstoke
1407628091,300,blue,begonia,Basingstoke
1407628091,200,red,petunia,Basingstoke
1407628091,250,green,petunia,Basingstoke
1407628091,300,blue,petunia,Basingstoke
1407628091,200,red,hyacinth,Basingstoke
1407628091,250,green,hyacinth,Basingstoke
1407628091,300,blue,hyacinth,Basingstoke
1407628091,200,red,cosmos,Basingstoke
1407628091,250,green,cosmos,Basingstoke
1407628091,300,blue,cosmos,Basingstoke
1407628091,200,red,daffodil,Basingstoke
1407628091,250,green,daffodil,Basingstoke
1407628091,300,blue,daffodil,Basingstoke
1407628091,200,red,larch,Basingstoke
1407628091,250,green,larch,Basingstoke
1407628091,300,blue,larch,Basingstoke
1407628091,200,red,mulberry,Basingstoke
1407628091,250,green,mulberry,Basingstoke
1407628091,300,blue,mulberry,Basingstoke
1407628091,200,red,rose,Basingstoke
1407628091,250,green,rose,Basingstoke
1407628091,300,blue,rose,Basingstoke
1407628091,200,red,nettle,Basingstoke
1407628091,250,green,nettle,Basingstoke
1407628091,300,blue,nettle,Basingstoke
1407628091,200,red,begonia,Aldershot
1407628091,250,green,begonia,Aldershot
1407628091,300,blue,begonia,Aldershot
1407628091,200,red,petunia,Aldershot
1407628091,250,green,petunia,Aldershot
1407628091,300,blue,petunia,Aldershot
1407628091,200,red,hyacinth,Aldershot
1407628091,250,green,hyacinth,Aldershot
1407628091,300,blue,hyacinth,Aldershot
1407628091,200,red,cosmos,Aldershot
1407628091,250,green,cosmos,Aldershot
1407628091,300,blue,cosmos,Aldershot
1407628091,200,red,daffodil,Aldershot
1407628091,250,green,daffodil,Aldershot
1407628091,300,blue,daffodil,Aldershot
1407628091,200,red,larch,Aldershot
1407628091,250,green,larch,Aldershot
1407628091,300,blue,larch,Aldershot
1407628091,200,red,mulberry,Aldershot
1407628091,250,green,mulberry,Aldershot
1407628091,300,blue,mulberry,Aldershot
1407628091,200,red,rose,Aldershot
1407628091,250,green,rose,Aldershot
1407628091,300,blue,rose,Aldershot
1407628091,200,red,nettle,Aldershot
1407628091,250,green,nettle,Aldershot
1407628091,300,blue,nettle,Aldershot
1407628091,200,red,begonia,Hebden Bridge
1407628091,250,green,begonia,Hebden Bridge
1407628091,300,blue,begonia,Hebden Bridge
1407628091,200,red,petunia,Hebden Bridge
1407628091,250,green,petunia,Hebden Bridge
1407628091,300,blue,petunia,Hebden Bridge
1407628091,200,red,hyacinth,Hebden Bridge
1407628091,250,green,hyacinth,Hebden Bridge
1407628091,300,blue,hyacinth,Hebden Bridge
1407628091,200,red,cosmos,Hebden Bridge
1407628091,250,green,cosmos,Hebden Bridge
1407628091,300,blue,cosmos,Hebden Bridge
1407628091,200,red,daffodil,Hebden Bridge
1407628091,250,green,daffodil,Hebden Bridge
1407628091,300,blue,daffodil,Hebden Bridge
1407628091,200,red,larch,Hebden Bridge
1407628091,250,green,larch,Hebden Bridge
1407628091,300,blue,larch,Hebden Bridge
1407628091,200,red,mulberry,Hebden Bridge
1407628091,250,green,mulberry,Hebden Bridge
1407628091,300,blue,mulberry,Hebden Bridge
1407628091,200,red,rose,Hebden Bridge
1407628091,250,green,rose,Hebden Bridge
1407628091,300,blue,rose,Hebden Bridge
1407628091,200,red,nettle,Hebden Bridge
1407628091,250,green,nettle,Hebden Bridge
1407628091,300,blue,nettle,Hebden Bridge
1407631691,200,red,begonia,SE1
1407631691,250,green,begonia,SE1
1407631691,300,blue,begonia,SE1
1407631691,200,red,petunia,SE1
1407631691,250,green,petunia,SE1
1407631691,300,blue,petunia,SE1
1407631691,200,red,hyacinth,SE1
1407631691,250,green,hyacinth,SE1
1407631691,300,blue,hyacinth,SE1
1407631691,200,red,cosmos,SE1
1407631691,250,green,cosmos,SE1
1407631691,300,blue,cosmos,SE1
1407631691,200,red,daffodil,SE1
1407631691,250,green,daffodil,SE1
1407631691,300,blue,daffodil,SE1
1407631691,200,red,larch,SE1
1407631691,250,green,larch,SE1
1407631691,300,blue,larch,SE1
1407631691,200,red,mulberry,SE1
1407631691,250,green,mulberry,SE1
1407631691,300,blue,mulberry,SE1
1407631691,200,red,rose,SE1
1407631691,250,green,rose,SE1
1407631691,300,blue,rose,SE1
1407631691,200,red,nettle,SE1
